timestamp,symbol,side,amount,price,exchange
1749217253.007953,BTC/USD,BUY,9,20367,FTX
1749217253.007953,BTC/USD,BUY,4,20366,dYdX
1749217253.007953,BTC/USD,BUY,1,20357,FTX
1749217253.007953,BTC/USD,BUY,2,20367,Bybit
1749217253.007953,BTC/USD,BUY,0,20361,dYdX
1749217253.007953,BTC/USD,SELL,6,20355,dYdX
1749217253.007953,BTC/USD,SELL,8,20363,FTX
1749217253.007953,BTC/USD,SELL,8,20361,Binance
1749217253.007953,BTC/USD,BUY,6,20352,Bybit
1749217253.0089526,BTC/USD,SELL,9,20362,dYdX
1749217253.0089526,BTC/USD,SELL,6,20368,Binance
1749217253.0089526,BTC/USD,SELL,3,20369,FTX
1749217253.0089526,BTC/USD,SELL,0,20368,Binance
1749217253.0089526,BTC/USD,SELL,5,20363,Bybit
1749217253.0089526,BTC/USD,BUY,6,20359,dYdX
1749217253.0089526,BTC/USD,SELL,6,20356,dYdX
1749217253.0089526,BTC/USD,SELL,3,20361,dYdX
1749217253.0089526,BTC/USD,SELL,4,20352,FTX
1749217253.0089526,BTC/USD,BUY,0,20354,Bybit
1749217253.0089526,BTC/USD,SELL,7,20363,dYdX
1749217253.0089526,BTC/USD,BUY,3,20372,Bybit
1749217253.0089526,BTC/USD,SELL,0,20374,Bybit
1749217253.0089526,BTC/USD,SELL,7,20379,Bybit
1749217253.0089526,BTC/USD,SELL,7,20370,dYdX
1749217253.0089526,BTC/USD,SELL,8,20374,FTX
1749217253.0089526,BTC/USD,BUY,9,20380,Binance
1749217253.0089526,BTC/USD,BUY,3,20376,FTX
1749217253.0089526,BTC/USD,SELL,8,20383,FTX
1749217253.0089526,BTC/USD,BUY,4,20381,Bybit
1749217253.0089526,BTC/USD,BUY,1,20391,Binance
1749217253.0089526,BTC/USD,SELL,4,20385,FTX
1749217253.0089526,BTC/USD,SELL,3,20375,dYdX
1749217253.0089526,BTC/USD,BUY,4,20368,dYdX
1749217253.0089526,BTC/USD,BUY,8,20374,Bybit
1749217253.0089526,BTC/USD,SELL,2,20380,Bybit
1749217253.0089526,BTC/USD,BUY,7,20377,FTX
1749217253.0089526,BTC/USD,SELL,7,20372,Binance
1749217253.0089526,BTC/USD,SELL,9,20370,Bybit
1749217253.0089526,BTC/USD,BUY,9,20377,Binance
1749217253.0089526,BTC/USD,SELL,0,20371,Bybit
1749217253.0089526,BTC/USD,SELL,2,20380,Bybit
1749217253.0089526,BTC/USD,BUY,2,20378,Binance
1749217253.0089526,BTC/USD,SELL,3,20386,FTX
1749217253.0089526,BTC/USD,BUY,5,20385,FTX
1749217253.0089526,BTC/USD,SELL,6,20377,Bybit
1749217253.0089526,BTC/USD,BUY,1,20384,dYdX
1749217253.0089526,BTC/USD,BUY,1,20393,dYdX
1749217253.0089526,BTC/USD,BUY,6,20384,FTX
1749217253.0089526,BTC/USD,SELL,3,20378,dYdX
1749217253.0089526,BTC/USD,SELL,9,20370,dYdX
1749217253.0089526,BTC/USD,SELL,0,20364,FTX
1749217253.0089526,BTC/USD,BUY,8,20354,Binance
1749217253.0089526,BTC/USD,SELL,6,20357,Binance
1749217253.0089526,BTC/USD,BUY,4,20355,Binance
1749217253.0089526,BTC/USD,SELL,7,20358,Bybit
1749217253.0089526,BTC/USD,SELL,1,20354,dYdX
1749217253.0089526,BTC/USD,SELL,2,20354,Bybit
1749217253.0089526,BTC/USD,BUY,7,20360,dYdX
1749217253.0089526,BTC/USD,SELL,7,20352,Bybit
1749217253.0089526,BTC/USD,SELL,2,20348,FTX
1749217253.0089526,BTC/USD,BUY,7,20355,Binance
1749217253.0089526,BTC/USD,BUY,1,20346,FTX
1749217253.0089526,BTC/USD,SELL,5,20346,FTX
1749217253.0089526,BTC/USD,BUY,4,20346,Binance
1749217253.0089526,BTC/USD,SELL,9,20355,dYdX
1749217253.0089526,BTC/USD,SELL,5,20351,dYdX
1749217253.0089526,BTC/USD,BUY,7,20357,FTX
1749217253.0089526,BTC/USD,SELL,1,20350,Bybit
1749217253.0089526,BTC/USD,SELL,2,20360,FTX
1749217253.0089526,BTC/USD,SELL,6,20350,FTX
1749217253.0089526,BTC/USD,BUY,0,20346,dYdX
1749217253.0089526,BTC/USD,SELL,9,20341,Binance
1749217253.0089526,BTC/USD,SELL,8,20349,dYdX
1749217253.0089526,BTC/USD,SELL,4,20352,dYdX
1749217253.0089526,BTC/USD,SELL,6,20349,Binance
1749217253.0089526,BTC/USD,SELL,7,20350,FTX
1749217253.0089526,BTC/USD,BUY,6,20344,Bybit
1749217253.0089526,BTC/USD,SELL,0,20353,dYdX
1749217253.0089526,BTC/USD,SELL,0,20361,Binance
1749217253.0089526,BTC/USD,BUY,2,20353,Bybit
1749217253.0089526,BTC/USD,SELL,0,20343,Binance
1749217253.0089526,BTC/USD,BUY,4,20340,FTX
1749217253.0089526,BTC/USD,SELL,6,20342,dYdX
1749217253.0089526,BTC/USD,SELL,6,20351,FTX
1749217253.0089526,BTC/USD,BUY,3,20343,Binance
1749217253.0089526,BTC/USD,SELL,1,20337,dYdX
1749217253.0089526,BTC/USD,SELL,8,20334,dYdX
1749217253.0089526,BTC/USD,BUY,0,20329,dYdX
1749217253.0089526,BTC/USD,SELL,8,20322,FTX
1749217253.0089526,BTC/USD,SELL,9,20312,Binance
1749217253.0089526,BTC/USD,SELL,9,20321,FTX
1749217253.0089526,BTC/USD,SELL,6,20321,FTX
1749217253.0089526,BTC/USD,BUY,8,20327,Bybit
1749217253.0089526,BTC/USD,BUY,9,20331,Bybit
1749217253.0089526,BTC/USD,BUY,5,20341,Bybit
1749217253.0089526,BTC/USD,BUY,7,20339,Binance
1749217253.0089526,BTC/USD,BUY,5,20330,FTX
1749217253.0089526,BTC/USD,SELL,5,20324,FTX
1749217253.0089526,BTC/USD,BUY,4,20324,FTX
1749217253.0089526,BTC/USD,BUY,8,20322,dYdX
1749217253.0089526,BTC/USD,BUY,4,20327,FTX
1749217253.0089526,BTC/USD,BUY,0,20326,Bybit
1749217253.0089526,BTC/USD,SELL,8,20327,dYdX
1749217253.0089526,BTC/USD,BUY,4,20317,dYdX
1749217253.0089526,BTC/USD,SELL,0,20326,dYdX
1749217253.0089526,BTC/USD,SELL,0,20332,dYdX
1749217253.0089526,BTC/USD,SELL,1,20335,Binance
1749217253.0089526,BTC/USD,SELL,5,20328,dYdX
1749217253.0089526,BTC/USD,SELL,7,20335,Bybit
1749217253.0089526,BTC/USD,SELL,0,20337,Bybit
1749217253.0089526,BTC/USD,SELL,1,20338,Binance
1749217253.0089526,BTC/USD,SELL,1,20331,Binance
1749217253.0089526,BTC/USD,SELL,0,20328,dYdX
1749217253.0089526,BTC/USD,BUY,6,20321,Binance
1749217253.0089526,BTC/USD,SELL,1,20326,Bybit
1749217253.0089526,BTC/USD,BUY,9,20316,Binance
1749217253.0089526,BTC/USD,BUY,4,20318,FTX
1749217253.0089526,BTC/USD,BUY,3,20326,FTX
1749217253.0089526,BTC/USD,SELL,7,20322,FTX
1749217253.0089526,BTC/USD,BUY,7,20321,Binance
1749217253.0089526,BTC/USD,SELL,9,20320,FTX
1749217253.0089526,BTC/USD,SELL,6,20314,FTX
1749217253.0089526,BTC/USD,SELL,6,20322,dYdX
1749217253.0089526,BTC/USD,BUY,4,20330,Bybit
1749217253.0089526,BTC/USD,SELL,9,20329,dYdX
1749217253.0089526,BTC/USD,BUY,2,20339,Binance
1749217253.0089526,BTC/USD,SELL,4,20348,FTX
1749217253.0089526,BTC/USD,BUY,8,20352,FTX
1749217253.0089526,BTC/USD,BUY,0,20342,dYdX
1749217253.0089526,BTC/USD,SELL,7,20351,dYdX
1749217253.0089526,BTC/USD,SELL,4,20355,Binance
1749217253.0089526,BTC/USD,SELL,9,20351,FTX
1749217253.0089526,BTC/USD,SELL,0,20341,FTX
1749217253.0089526,BTC/USD,SELL,4,20331,Binance
1749217253.0089526,BTC/USD,BUY,8,20329,Binance
1749217253.0089526,BTC/USD,BUY,7,20339,dYdX
1749217253.0089526,BTC/USD,SELL,4,20345,dYdX
1749217253.0089526,BTC/USD,BUY,3,20342,Binance
1749217253.0089526,BTC/USD,SELL,2,20345,Bybit
1749217253.0089526,BTC/USD,SELL,4,20338,Bybit
1749217253.0089526,BTC/USD,SELL,5,20348,Binance
1749217253.0089526,BTC/USD,BUY,4,20349,FTX
1749217253.0089526,BTC/USD,BUY,9,20350,Bybit
1749217253.0089526,BTC/USD,BUY,1,20357,FTX
1749217253.0089526,BTC/USD,BUY,6,20351,FTX
1749217253.0089526,BTC/USD,SELL,5,20354,dYdX
1749217253.0089526,BTC/USD,BUY,9,20344,Bybit
1749217253.0089526,BTC/USD,SELL,8,20335,Binance
1749217253.0089526,BTC/USD,SELL,6,20330,Bybit
1749217253.0089526,BTC/USD,BUY,2,20330,Binance
1749217253.0089526,BTC/USD,SELL,3,20340,FTX
1749217253.0089526,BTC/USD,SELL,3,20348,dYdX
1749217253.0089526,BTC/USD,SELL,9,20343,dYdX
1749217253.0089526,BTC/USD,SELL,6,20333,Bybit
1749217253.0089526,BTC/USD,BUY,9,20336,dYdX
1749217253.0089526,BTC/USD,SELL,0,20345,dYdX
1749217253.0089526,BTC/USD,BUY,0,20355,Binance
1749217253.0089526,BTC/USD,SELL,7,20355,dYdX
1749217253.0089526,BTC/USD,BUY,9,20352,Binance
1749217253.0089526,BTC/USD,BUY,1,20355,Bybit
1749217253.0089526,BTC/USD,SELL,2,20345,Binance
1749217253.0089526,BTC/USD,SELL,1,20344,Binance
1749217253.0089526,BTC/USD,SELL,8,20338,FTX
1749217253.0089526,BTC/USD,SELL,4,20342,FTX
1749217253.0089526,BTC/USD,BUY,3,20352,FTX
1749217253.0089526,BTC/USD,SELL,6,20361,dYdX
1749217253.0089526,BTC/USD,BUY,6,20367,Binance
1749217253.0089526,BTC/USD,SELL,6,20369,Bybit
1749217253.0089526,BTC/USD,SELL,0,20368,Binance
1749217253.0089526,BTC/USD,SELL,8,20370,Bybit
1749217253.0089526,BTC/USD,BUY,5,20364,dYdX
1749217253.0089526,BTC/USD,SELL,0,20355,FTX
1749217253.0089526,BTC/USD,SELL,0,20346,Bybit
1749217253.0089526,BTC/USD,BUY,1,20352,Bybit
1749217253.0089526,BTC/USD,BUY,3,20342,dYdX
1749217253.0089526,BTC/USD,SELL,9,20348,dYdX
1749217253.0089526,BTC/USD,SELL,7,20353,Binance
1749217253.0089526,BTC/USD,BUY,2,20355,dYdX
1749217253.0089526,BTC/USD,BUY,2,20360,Binance
1749217253.0089526,BTC/USD,BUY,0,20359,Binance
1749217253.0089526,BTC/USD,SELL,8,20363,dYdX
1749217253.0089526,BTC/USD,SELL,6,20353,FTX
1749217253.0089526,BTC/USD,BUY,1,20352,Binance
1749217253.0089526,BTC/USD,BUY,8,20342,Bybit
1749217253.0089526,BTC/USD,SELL,2,20333,FTX
1749217253.0089526,BTC/USD,BUY,1,20328,dYdX
1749217253.0089526,BTC/USD,SELL,8,20326,FTX
1749217253.0089526,BTC/USD,SELL,5,20332,Binance
1749217253.0089526,BTC/USD,BUY,7,20339,Bybit
1749217253.0089526,BTC/USD,BUY,1,20337,Binance
1749217253.0089526,BTC/USD,BUY,7,20335,Bybit
1749217253.0089526,BTC/USD,BUY,6,20330,FTX
1749217253.0089526,BTC/USD,SELL,3,20332,Bybit
1749217253.0089526,BTC/USD,SELL,4,20330,Binance
1749217253.0089526,BTC/USD,SELL,5,20327,FTX
1749217253.0089526,BTC/USD,BUY,5,20327,Bybit
1749217253.0089526,BTC/USD,BUY,5,20327,FTX
1749217253.0089526,BTC/USD,BUY,8,20327,Bybit
1749217253.0089526,BTC/USD,SELL,1,20325,Bybit
1749217253.0089526,BTC/USD,SELL,7,20325,FTX
1749217253.0089526,BTC/USD,BUY,5,20329,Bybit
1749217253.0089526,BTC/USD,SELL,5,20322,Bybit
1749217253.0089526,BTC/USD,SELL,2,20313,Bybit
1749217253.0089526,BTC/USD,SELL,1,20321,Bybit
1749217253.0089526,BTC/USD,BUY,0,20317,dYdX
1749217253.0089526,BTC/USD,BUY,7,20314,Bybit
1749217253.0089526,BTC/USD,BUY,5,20309,Binance
1749217253.0089526,BTC/USD,BUY,8,20299,Bybit
1749217253.0089526,BTC/USD,BUY,0,20304,Binance
1749217253.0089526,BTC/USD,BUY,3,20314,Binance
1749217253.0089526,BTC/USD,SELL,4,20304,Bybit
1749217253.0089526,BTC/USD,SELL,9,20301,dYdX
1749217253.0089526,BTC/USD,SELL,1,20298,Bybit
1749217253.0089526,BTC/USD,SELL,9,20296,Binance
1749217253.0089526,BTC/USD,BUY,2,20295,Bybit
1749217253.0089526,BTC/USD,BUY,5,20298,FTX
1749217253.0089526,BTC/USD,SELL,4,20301,FTX
1749217253.0089526,BTC/USD,SELL,5,20299,Binance
1749217253.0089526,BTC/USD,SELL,4,20300,Bybit
1749217253.0089526,BTC/USD,BUY,6,20309,FTX
1749217253.0089526,BTC/USD,BUY,4,20303,Binance
1749217253.0089526,BTC/USD,BUY,2,20296,FTX
1749217253.0089526,BTC/USD,BUY,4,20306,Binance
1749217253.0089526,BTC/USD,SELL,2,20296,Bybit
1749217253.0089526,BTC/USD,SELL,8,20306,dYdX
1749217253.0089526,BTC/USD,SELL,0,20307,Binance
1749217253.0089526,BTC/USD,BUY,5,20311,Bybit
1749217253.0089526,BTC/USD,SELL,0,20307,Binance
1749217253.0089526,BTC/USD,SELL,6,20301,FTX
1749217253.0089526,BTC/USD,BUY,4,20294,dYdX
1749217253.0089526,BTC/USD,SELL,5,20292,Binance
1749217253.0089526,BTC/USD,SELL,9,20297,FTX
1749217253.0089526,BTC/USD,BUY,2,20295,dYdX
1749217253.0089526,BTC/USD,BUY,5,20293,dYdX
1749217253.0089526,BTC/USD,BUY,0,20284,FTX
1749217253.0089526,BTC/USD,BUY,1,20292,dYdX
1749217253.0089526,BTC/USD,SELL,6,20287,Bybit
1749217253.0089526,BTC/USD,SELL,1,20280,Bybit
1749217253.0089526,BTC/USD,SELL,0,20283,dYdX
1749217253.0089526,BTC/USD,SELL,1,20276,FTX
1749217253.0089526,BTC/USD,BUY,2,20271,Binance
1749217253.0089526,BTC/USD,BUY,6,20267,Bybit
1749217253.0089526,BTC/USD,SELL,7,20261,Bybit
1749217253.0089526,BTC/USD,BUY,8,20252,Binance
1749217253.0089526,BTC/USD,BUY,4,20251,Bybit
1749217253.0089526,BTC/USD,BUY,7,20242,Bybit
1749217253.0089526,BTC/USD,BUY,4,20233,Bybit
1749217253.0089526,BTC/USD,SELL,9,20234,Binance
1749217253.0089526,BTC/USD,SELL,3,20228,Bybit
1749217253.0089526,BTC/USD,SELL,3,20221,dYdX
1749217253.0089526,BTC/USD,BUY,0,20211,Binance
1749217253.0089526,BTC/USD,SELL,8,20219,FTX
1749217253.0089526,BTC/USD,SELL,1,20223,dYdX
1749217253.0089526,BTC/USD,SELL,3,20217,FTX
1749217253.0089526,BTC/USD,BUY,2,20222,Binance
1749217253.0089526,BTC/USD,BUY,6,20231,dYdX
1749217253.0089526,BTC/USD,BUY,7,20222,Bybit
1749217253.0089526,BTC/USD,SELL,5,20222,FTX
1749217253.0089526,BTC/USD,BUY,2,20226,Binance
1749217253.0089526,BTC/USD,BUY,6,20235,Bybit
1749217253.0089526,BTC/USD,BUY,5,20231,FTX
1749217253.0089526,BTC/USD,BUY,2,20232,Bybit
1749217253.0089526,BTC/USD,SELL,6,20228,FTX
1749217253.0089526,BTC/USD,SELL,4,20231,dYdX
1749217253.0089526,BTC/USD,BUY,4,20238,dYdX
1749217253.0089526,BTC/USD,SELL,9,20232,dYdX
1749217253.0089526,BTC/USD,BUY,1,20228,dYdX
1749217253.0089526,BTC/USD,SELL,4,20225,FTX
1749217253.0089526,BTC/USD,BUY,6,20227,Binance
1749217253.0089526,BTC/USD,SELL,7,20234,dYdX
1749217253.0089526,BTC/USD,SELL,0,20234,Bybit
1749217253.0089526,BTC/USD,BUY,8,20237,FTX
1749217253.0089526,BTC/USD,SELL,6,20230,FTX
1749217253.0089526,BTC/USD,BUY,1,20235,dYdX
1749217253.0089526,BTC/USD,SELL,4,20236,FTX
1749217253.0089526,BTC/USD,BUY,9,20226,FTX
1749217253.0089526,BTC/USD,SELL,7,20228,Bybit
1749217253.0089526,BTC/USD,BUY,6,20233,Binance
1749217253.0089526,BTC/USD,SELL,7,20229,Binance
1749217253.0089526,BTC/USD,BUY,1,20223,Binance
1749217253.0089526,BTC/USD,BUY,7,20215,dYdX
1749217253.0089526,BTC/USD,BUY,9,20213,Binance
1749217253.0089526,BTC/USD,BUY,1,20210,Binance
1749217253.0089526,BTC/USD,BUY,8,20204,dYdX
1749217253.0089526,BTC/USD,SELL,4,20206,dYdX
1749217253.0089526,BTC/USD,SELL,5,20212,Binance
1749217253.0089526,BTC/USD,BUY,2,20206,Bybit
1749217253.0089526,BTC/USD,SELL,1,20198,Binance
1749217253.0089526,BTC/USD,SELL,0,20197,dYdX
1749217253.0089526,BTC/USD,BUY,3,20201,Binance
1749217253.0089526,BTC/USD,BUY,4,20194,Bybit
1749217253.0089526,BTC/USD,SELL,2,20193,Binance
1749217253.0089526,BTC/USD,BUY,8,20198,dYdX
1749217253.0089526,BTC/USD,SELL,2,20194,Bybit
1749217253.0089526,BTC/USD,SELL,3,20199,Bybit
1749217253.0089526,BTC/USD,BUY,2,20206,Binance
1749217253.0089526,BTC/USD,BUY,5,20211,FTX
1749217253.0089526,BTC/USD,BUY,2,20210,dYdX
1749217253.0089526,BTC/USD,SELL,7,20205,dYdX
1749217253.0089526,BTC/USD,BUY,1,20208,FTX
1749217253.0089526,BTC/USD,SELL,2,20199,FTX
1749217253.0089526,BTC/USD,SELL,9,20197,dYdX
1749217253.0089526,BTC/USD,BUY,2,20196,dYdX
1749217253.0089526,BTC/USD,SELL,3,20205,Binance
1749217253.0089526,BTC/USD,BUY,7,20206,Binance
1749217253.0089526,BTC/USD,BUY,0,20214,Binance
1749217253.0089526,BTC/USD,BUY,5,20211,Bybit
1749217253.0089526,BTC/USD,BUY,4,20221,Bybit
1749217253.0089526,BTC/USD,SELL,9,20221,Binance
1749217253.0089526,BTC/USD,BUY,4,20225,dYdX
1749217253.0089526,BTC/USD,SELL,5,20226,dYdX
1749217253.0089526,BTC/USD,SELL,6,20225,FTX
1749217253.0089526,BTC/USD,BUY,8,20215,Bybit
1749217253.0089526,BTC/USD,SELL,7,20216,Bybit
1749217253.0089526,BTC/USD,BUY,0,20224,FTX
1749217253.0089526,BTC/USD,SELL,0,20216,FTX
1749217253.0089526,BTC/USD,BUY,5,20211,Bybit
1749217253.0089526,BTC/USD,SELL,7,20220,FTX
1749217253.0089526,BTC/USD,BUY,7,20225,FTX
1749217253.0089526,BTC/USD,BUY,2,20216,FTX
1749217253.0089526,BTC/USD,SELL,0,20207,dYdX
1749217253.0089526,BTC/USD,BUY,5,20202,Binance
1749217253.0089526,BTC/USD,BUY,9,20208,dYdX
1749217253.0089526,BTC/USD,BUY,0,20213,FTX
1749217253.0089526,BTC/USD,BUY,3,20207,Binance
1749217253.0089526,BTC/USD,SELL,2,20201,Bybit
1749217253.0089526,BTC/USD,BUY,9,20205,dYdX
1749217253.0089526,BTC/USD,SELL,0,20207,Bybit
1749217253.0089526,BTC/USD,SELL,7,20211,dYdX
1749217253.0089526,BTC/USD,SELL,1,20216,Binance
1749217253.0089526,BTC/USD,SELL,7,20210,Bybit
1749217253.0089526,BTC/USD,SELL,2,20204,Binance
1749217253.0089526,BTC/USD,BUY,1,20206,FTX
1749217253.0089526,BTC/USD,SELL,4,20201,Bybit
1749217253.0089526,BTC/USD,BUY,3,20202,Bybit
1749217253.0089526,BTC/USD,SELL,2,20197,Binance
1749217253.0089526,BTC/USD,SELL,0,20204,FTX
1749217253.0089526,BTC/USD,BUY,2,20208,dYdX
1749217253.0089526,BTC/USD,BUY,0,20207,Binance
1749217253.0089526,BTC/USD,BUY,8,20215,FTX
1749217253.0089526,BTC/USD,BUY,8,20209,Bybit
1749217253.0089526,BTC/USD,BUY,7,20211,dYdX
1749217253.0089526,BTC/USD,BUY,6,20206,dYdX
1749217253.0089526,BTC/USD,SELL,4,20201,Binance
1749217253.0089526,BTC/USD,SELL,5,20202,dYdX
1749217253.0089526,BTC/USD,SELL,0,20194,Binance
1749217253.0089526,BTC/USD,BUY,3,20202,Bybit
1749217253.0089526,BTC/USD,BUY,3,20212,dYdX
1749217253.0089526,BTC/USD,BUY,2,20210,Binance
1749217253.0089526,BTC/USD,SELL,9,20217,dYdX
1749217253.0089526,BTC/USD,SELL,4,20222,FTX
1749217253.0089526,BTC/USD,SELL,8,20220,Binance
1749217253.0089526,BTC/USD,BUY,6,20219,Binance
1749217253.0089526,BTC/USD,BUY,5,20219,FTX
1749217253.0089526,BTC/USD,BUY,6,20226,Binance
1749217253.0089526,BTC/USD,SELL,0,20229,Binance
1749217253.0089526,BTC/USD,SELL,7,20228,Bybit
1749217253.0089526,BTC/USD,SELL,5,20237,Binance
1749217253.0089526,BTC/USD,SELL,1,20244,Bybit
1749217253.0089526,BTC/USD,SELL,7,20237,Bybit
1749217253.0089526,BTC/USD,BUY,7,20246,dYdX
1749217253.0089526,BTC/USD,BUY,4,20256,dYdX
1749217253.0089526,BTC/USD,SELL,8,20263,Bybit
1749217253.0089526,BTC/USD,BUY,4,20263,Bybit
1749217253.0089526,BTC/USD,BUY,6,20273,Binance
1749217253.0089526,BTC/USD,BUY,7,20281,dYdX
1749217253.0089526,BTC/USD,BUY,3,20285,FTX
1749217253.0089526,BTC/USD,SELL,8,20292,Bybit
1749217253.0089526,BTC/USD,SELL,7,20282,Binance
1749217253.0089526,BTC/USD,SELL,9,20282,Binance
1749217253.0089526,BTC/USD,SELL,0,20275,dYdX
1749217253.0089526,BTC/USD,BUY,5,20277,Bybit
1749217253.0089526,BTC/USD,BUY,9,20269,FTX
1749217253.0089526,BTC/USD,SELL,3,20278,dYdX
1749217253.0089526,BTC/USD,SELL,4,20280,Bybit
1749217253.0089526,BTC/USD,BUY,8,20276,dYdX
1749217253.0089526,BTC/USD,SELL,6,20284,Bybit
1749217253.0089526,BTC/USD,SELL,5,20291,FTX
1749217253.0089526,BTC/USD,BUY,7,20297,Binance
1749217253.0089526,BTC/USD,SELL,2,20301,Bybit
1749217253.0089526,BTC/USD,SELL,2,20310,dYdX
1749217253.0089526,BTC/USD,SELL,5,20306,dYdX
1749217253.0089526,BTC/USD,SELL,7,20307,dYdX
1749217253.0089526,BTC/USD,BUY,5,20301,dYdX
1749217253.0089526,BTC/USD,SELL,1,20295,Binance
1749217253.0089526,BTC/USD,SELL,1,20295,Bybit
1749217253.0089526,BTC/USD,BUY,1,20294,dYdX
1749217253.0089526,BTC/USD,SELL,6,20296,FTX
1749217253.0089526,BTC/USD,SELL,1,20297,FTX
1749217253.0089526,BTC/USD,BUY,9,20307,Binance
1749217253.0089526,BTC/USD,SELL,0,20297,Binance
1749217253.0089526,BTC/USD,SELL,7,20293,Bybit
1749217253.0089526,BTC/USD,BUY,6,20285,Bybit
1749217253.0089526,BTC/USD,BUY,6,20276,dYdX
1749217253.0089526,BTC/USD,SELL,1,20281,Binance
1749217253.0089526,BTC/USD,SELL,4,20289,Binance
1749217253.0089526,BTC/USD,SELL,9,20294,Binance
1749217253.0089526,BTC/USD,SELL,8,20293,Binance
1749217253.0089526,BTC/USD,BUY,8,20299,dYdX
1749217253.0089526,BTC/USD,SELL,5,20298,Binance
1749217253.0089526,BTC/USD,SELL,7,20303,Binance
1749217253.0089526,BTC/USD,SELL,4,20311,FTX
1749217253.0089526,BTC/USD,BUY,3,20301,Binance
1749217253.0089526,BTC/USD,SELL,7,20296,dYdX
1749217253.0089526,BTC/USD,SELL,2,20288,dYdX
1749217253.0089526,BTC/USD,SELL,3,20291,dYdX
1749217253.0089526,BTC/USD,SELL,3,20293,dYdX
1749217253.0089526,BTC/USD,BUY,6,20283,Binance
1749217253.0089526,BTC/USD,SELL,3,20289,dYdX
1749217253.0089526,BTC/USD,SELL,3,20297,FTX
1749217253.0089526,BTC/USD,BUY,1,20290,dYdX
1749217253.0089526,BTC/USD,SELL,0,20299,Bybit
1749217253.0089526,BTC/USD,BUY,9,20292,Binance
1749217253.0089526,BTC/USD,SELL,2,20297,Bybit
1749217253.0089526,BTC/USD,BUY,4,20299,Bybit
1749217253.0089526,BTC/USD,SELL,7,20307,Bybit
1749217253.0089526,BTC/USD,BUY,8,20312,dYdX
1749217253.0089526,BTC/USD,SELL,9,20303,Binance
1749217253.0089526,BTC/USD,BUY,1,20293,dYdX
